node_count,temperature,final_edge_count,runtime_in_ms,negative_cycle_not_detected,negative_weights_included,weight
FWSolverTest x100 iterations, 5k V, 20k E max, 4/13/2025 11:06:56 PM
2000,0.5,2998,37445.7543,True,False,100
2000,0.5,2998,36935.7263,True,False,100
2000,0.5,2999,37464.8188,True,False,100
2000,0.5,2999,37458.1147,True,False,100
2000,0.5,2999,37507.9504,True,False,100
2000,1,3998,36482.8669,False,True,30
2000,1,3996,36870.4782,False,True,30
2000,1,3999,37222.7956,False,True,30
2000,1,3997,37058.6988,False,True,30
2000,1,3997,37222.7456,False,True,30
2000,1,3998,37112.4691,False,True,30
2000,1,3998,36766.9408,False,True,30
2000,1,3998,36575.0737,False,True,30
2000,0.5,2997,188864.4096,False,True,100
2000,1,3997,37459.0062,False,True,30
2000,1,3998,38471.3372,False,True,50
2000,1,3995,38511.3732,False,True,50
2000,1,3997,38704.5643,False,True,50
2000,1,3998,38607.7824,False,True,50
2000,1,3993,38452.5572,False,True,50
2000,1,3997,38892.5003,False,True,50
2000,1,3997,38450.9685,False,True,50
2000,1,3998,38458.3138,False,True,50
2000,0.5,2997,38530.5596,True,False,30
2000,1,3995,38625.2692,False,True,50
2000,1,3995,38631.0073,False,True,100
2000,1,3997,39142.2203,False,True,100
2000,1,3996,38155.0337,False,True,100
2000,1,3996,37758.49,False,True,100
2000,1,3995,38631.911,False,True,100
2000,1,3998,38005.8615,False,True,100
2000,1,3995,38469.8303,False,True,100
2000,1,3999,38416.3646,False,True,100
2000,0.5,2999,39188.7445,True,False,50
2000,1,3998,38280.8136,False,True,100
2000,1,3998,37496.4025,True,False,30
2000,1,3998,37168.7049,True,False,30
2000,1,3997,37612.6618,True,False,30
2000,1,3996,37752.5476,True,False,30
2000,1,3995,37805.8995,True,False,30
2000,1,3997,37554.0575,True,False,30
2000,1,3996,37326.1326,True,False,30
2000,1,3998,37324.7902,True,False,30
2000,0.5,2997,37399.381,True,False,100
2000,1,3997,37078.6358,True,False,30
2000,1,3997,38300.5856,True,False,50
2000,1,3994,38249.3469,True,False,50
2000,1,3993,38119.8651,True,False,50
2000,1,3997,38064.348,True,False,50
2000,1,3996,38259.8017,True,False,50
2000,1,3995,37953.3658,True,False,50
2000,1,3993,38704.387,True,False,50
2000,1,3997,38101.0925,True,False,50
2000,1,3999,37962.3525,False,True,30
2000,1,3999,38214.8258,True,False,50
2000,1,3995,38891.7089,True,False,100
2000,1,3997,39143.2579,True,False,100
2000,1,3997,39297.5133,True,False,100
2000,1,3999,39016.1195,True,False,100
2000,1,3998,39012.1229,True,False,100
2000,1,3990,39455.0508,True,False,100
2000,1,3998,39056.3934,True,False,100
2000,1,3996,39002.7565,True,False,100
2000,1,3996,38988.1957,False,True,50
2000,1,3996,39283.2806,True,False,100
2000,2,5988,37425.1885,False,True,30
2000,2,5996,38063.3958,False,True,30
2000,2,5995,37420.6505,False,True,30
2000,2,5991,38050.9221,False,True,30
2000,2,5990,38227.8357,False,True,30
2000,2,5992,37687.5625,False,True,30
2000,2,5989,37408.3634,False,True,30
2000,2,5992,38191.5125,False,True,30
2000,1,3997,37585.4627,False,True,100
2000,2,5995,38481.8018,False,True,30
2000,2,5994,37421.2624,False,True,50
2000,2,5991,38509.499,False,True,50
2000,2,5987,37807.661,False,True,50
2000,2,5985,37201.6071,False,True,50
2000,2,5991,37929.7464,False,True,50
2000,2,5991,37917.0723,False,True,50
2000,2,5994,37896.1021,False,True,50
2000,2,5994,38717.7737,False,True,50
2000,1,3996,38016.9788,True,False,30
2000,2,5993,37732.595,False,True,50
2000,2,5993,37780.8898,False,True,100
2000,2,5992,37900.7639,False,True,100
2000,2,5997,37273.1277,False,True,100
2000,2,5991,37981.4112,False,True,100
2000,2,5995,37467.2319,False,True,100
2000,2,5991,37396.8366,False,True,100
2000,2,5994,38386.9929,False,True,100
2000,2,5991,38369.9349,False,True,100
2000,1,3997,38248.9598,True,False,50
2000,2,5994,37684.7343,False,True,100
2000,2,5995,38585.39,True,False,30
2000,2,5995,38683.7593,True,False,30
2000,2,5988,38232.2141,True,False,30
2000,2,5997,38685.1897,True,False,30
2000,2,5996,38984.2071,True,False,30
2000,2,5989,38459.3171,True,False,30
2000,2,5996,38438.4381,True,False,30
2000,1,3996,38308.97,True,False,100
2000,2,5998,38982.6722,True,False,30
2000,2,5995,38136.9063,True,False,30
2000,2,5989,37463.0349,True,False,50
2000,2,5996,38167.4999,True,False,50
2000,2,5991,38271.5633,True,False,50
2000,2,5994,38294.5729,True,False,50
2000,2,5991,38396.6756,True,False,50
2000,2,5994,38455.3707,True,False,50
2000,2,5993,38168.3173,True,False,50
2000,2,5994,37967.0055,False,True,30
2000,2,5988,38395.289,True,False,50
2000,2,5995,38250.5176,True,False,50
2000,2,5995,38610.0361,True,False,100
2000,2,5991,38583.8015,True,False,100
2000,2,5993,37774.5987,True,False,100
2000,2,5989,37874.0291,True,False,100
2000,2,5992,38113.8957,True,False,100
2000,2,5994,37903.7179,True,False,100
2000,2,5988,37525.2385,True,False,100
2000,2,5994,37547.6755,False,True,50
2000,2,5994,37522.6889,True,False,100
2000,2,5991,36938.0285,True,False,100
2000,2,5994,24874.5663,False,True,100
2000,2,5989,25108.6626,True,False,30
2000,2,5994,25033.6361,True,False,50
2000,2,5998,24749.2945,True,False,100
